0.675781,0.640625,0.144531
0.683594,0.671875,0.210938
0.656250,0.656250,0.191406
0.687500,0.730469,0.253906
0.746094,0.687500,0.187500
0.781250,0.699219,0.214844
0.707031,0.714844,0.207031
0.714844,0.683594,0.179688
0.761719,0.667969,0.218750
0.679688,0.609375,0.300781
0.773438,0.718750,0.234375
0.730469,0.691406,0.222656
0.648438,0.707031,0.187500
0.707031,0.687500,0.203125
0.695313,0.605469,0.246094
0.769531,0.628906,0.210938
0.765625,0.691406,0.148438
0.722656,0.718750,0.226563
0.726563,0.691406,0.128906
0.714844,0.656250,0.273438
0.691406,0.695313,0.261719
0.671875,0.691406,0.191406
0.699219,0.644531,0.199219
0.726563,0.652344,0.160156
0.687500,0.671875,0.265625
0.687500,0.683594,0.183594
0.640625,0.671875,0.183594
0.718750,0.652344,0.226563
0.644531,0.660156,0.214844
0.734375,0.671875,0.187500
0.640625,0.664063,0.226563
0.738281,0.703125,0.265625
0.671875,0.664063,0.222656
0.609375,0.636719,0.171875
0.691406,0.722656,0.160156
0.703125,0.648438,0.136719
0.656250,0.671875,0.179688
0.714844,0.660156,0.210938
0.785156,0.691406,0.171875
0.750000,0.742188,0.269531
0.730469,0.750000,0.250000
0.648438,0.667969,0.203125
0.656250,0.671875,0.261719
0.613281,0.718750,0.136719
0.742188,0.730469,0.203125
0.683594,0.644531,0.148438
0.699219,0.593750,0.250000
0.730469,0.664063,0.218750
0.765625,0.683594,0.144531
0.738281,0.628906,0.164063
0.695313,0.644531,0.242188
0.660156,0.687500,0.164063
0.722656,0.714844,0.214844
0.726563,0.687500,0.203125
0.652344,0.753906,0.183594
0.628906,0.683594,0.191406
0.671875,0.628906,0.156250
0.742188,0.738281,0.230469
0.714844,0.625000,0.207031
0.734375,0.707031,0.218750
0.667969,0.687500,0.167969
0.644531,0.687500,0.250000
0.761719,0.773438,0.210938
0.660156,0.667969,0.191406
0.675781,0.667969,0.214844
0.718750,0.648438,0.304688
0.664063,0.734375,0.214844
0.656250,0.687500,0.207031
0.746094,0.671875,0.191406
0.714844,0.648438,0.234375
0.707031,0.597656,0.230469
0.660156,0.664063,0.179688
0.730469,0.679688,0.183594
0.671875,0.695313,0.175781
0.695313,0.691406,0.183594
0.714844,0.628906,0.238281
0.753906,0.707031,0.304688
0.679688,0.734375,0.144531
0.683594,0.671875,0.238281
0.675781,0.648438,0.144531
0.714844,0.710938,0.246094
0.726563,0.644531,0.207031
0.691406,0.687500,0.191406
0.695313,0.679688,0.250000
0.730469,0.652344,0.175781
0.699219,0.640625,0.199219
0.722656,0.695313,0.226563
0.707031,0.718750,0.273438
0.742188,0.652344,0.179688
0.742188,0.687500,0.179688
0.691406,0.695313,0.152344
0.746094,0.632813,0.136719
0.722656,0.621094,0.191406
0.644531,0.722656,0.238281
0.613281,0.726563,0.218750
0.679688,0.734375,0.257813
0.671875,0.710938,0.253906
0.718750,0.718750,0.226563
0.722656,0.648438,0.234375
0.730469,0.722656,0.191406
0.613281,0.679688,0.152344
0.773438,0.648438,0.203125
0.699219,0.585938,0.226563
0.734375,0.664063,0.187500
0.687500,0.714844,0.136719
0.753906,0.667969,0.195313
0.691406,0.679688,0.250000
0.734375,0.648438,0.144531
0.656250,0.707031,0.265625
0.695313,0.648438,0.140625
0.769531,0.742188,0.195313
0.726563,0.699219,0.214844
0.710938,0.683594,0.183594
0.656250,0.664063,0.187500
0.671875,0.714844,0.203125
0.753906,0.675781,0.246094
0.781250,0.699219,0.152344
0.703125,0.726563,0.238281
0.707031,0.679688,0.230469
0.789063,0.671875,0.179688
0.722656,0.679688,0.261719
0.695313,0.628906,0.308594
0.761719,0.726563,0.191406
0.671875,0.664063,0.191406
0.691406,0.730469,0.199219
0.730469,0.644531,0.261719
0.699219,0.621094,0.175781
0.789063,0.636719,0.183594
0.703125,0.746094,0.199219
0.765625,0.683594,0.175781
0.679688,0.667969,0.199219
0.703125,0.656250,0.261719
0.687500,0.699219,0.230469
0.699219,0.687500,0.179688
0.699219,0.640625,0.203125
0.691406,0.671875,0.218750
0.703125,0.667969,0.195313
0.664063,0.691406,0.207031
0.656250,0.640625,0.183594
0.750000,0.671875,0.230469
0.664063,0.687500,0.179688
0.703125,0.601563,0.222656
0.687500,0.707031,0.250000
0.703125,0.683594,0.242188
0.625000,0.675781,0.195313
0.636719,0.664063,0.187500
0.707031,0.660156,0.125000
0.691406,0.683594,0.152344
0.707031,0.699219,0.214844
0.750000,0.691406,0.230469
